Timestamp,0x0,0x1,0x2,0x3,0x4,0x5,0x6,0x7,0x8,0x9,0xa,0xb,0xc,0xd,0xe,0xf,0x10,0x11,0x12,0x13,0x14,0x15,0x16,0x17,0x18,0x19,0x1a,0x1b,0x1c,0x1d,0x1e,0x1f,0x20,0x21,0x22,0x23,0x24,0x25,0x26,0x27,0x28,0x29,0x2a,0x2b,0x2c,0x2d,0x2e,0x2f,0x30,0x31,0x32,0x33,0x34,0x35,0x36,0x37,0x38,0x39,0x3a,0x3b,0x3c,0x3d,0x3e,0x3f,0x40,0x41,0x42,0x43,0x44,0x45,0x46,0x47,0x48,0x49,0x4a,0x4b,0x4c,0x4d,0x4e,0x4f,0x50,0x51,0x52,0x53,0x54,0x55,0x56,0x57,0x58,0x59,0x5a,0x5b,0x5c,0x5d,0x5e,0x5f,0x60,0x61,0x62,0x63,0x64,0x65,0x66,0x67,0x68,0x69,0x6a,0x6b,0x6c,0x6d,0x6e,0x6f,0x70,0x71,0x72,0x73,0x74,0x75,0x76,0x77,0x78,0x79,0x7a,0x7b,0x7c,
2025-06-02 01:08:47.730562,424222209,424222209,424222209,424222209,166361650.58823532,424222169,3314136.0078125,3314136.0078125,3314136.0078125,3314136.0078125,1272666627,424222209,106055552.25,424222209,212111040.5,424222169,4242222.09,166361650.58823532,424222209,424222209,2121111.045,2121111.045,2121111.045,2121111.045,2121111.045,2121111.045,2121111.045,2121111.045,424222209,424222209,424222209,424222209,424222209,424222209,33513554.511,4242222090,12946.234405517578,12946.234405517578,12946.234405517578,12946.234405517578,12946.234405517578,12946.234405517578,12946.234405517578,12946.234405517578,166361650.58823532,331423500.78125,166361650.58823532,166361650.58823532,424222209,424222209,106055552.25,424222209,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,42422180.9,42422180.9,42422180.9,42422180.9,424222209,424222209,424222.209,166361650.58823532,12946.234405517578,166361650.58823532,424222169,166361650.58823532,166361650.58823532,166361650.58823532,166361650.58823532,166361650.58823532,166361650.58823532,424222209,424222209,424222209,4242222090,424222209,166361650.58823532,2121111.045,424222209,3314136.0078125,3314136.0078125,3314136.0078125,3314136.0078125,4242222090,166361650.58823532,166361650.58823532,424222169,3314026.0078125,21211110.45,424222209,424222209,424222084,424222084,424222209,166361650.58823532,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,424222209,
2025-06-02 01:08:47.793517,424227544,424227544,424227544,424227544,166363742.74509802,424227504,3314177.6875,3314177.6875,3314177.6875,3314177.6875,1272682632,424227544,106056886.0,424227544,212113708.0,424227504,4242275.44,166363742.74509802,424227544,424227544,2121137.72,2121137.72,2121137.72,2121137.72,2121137.72,2121137.72,2121137.72,2121137.72,424227544,424227544,424227544,424227544,424227544,424227544,33513975.976,4242275440,12946.397216796875,12946.397216796875,12946.397216796875,12946.397216796875,12946.397216796875,12946.397216796875,12946.397216796875,12946.397216796875,166363742.74509802,331427668.75,166363742.74509802,166363742.74509802,424227544,424227544,106056886.0,424227544,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,42422714.4,42422714.4,42422714.4,42422714.4,424227544,424227544,424227.544,166363742.74509802,12946.397216796875,166363742.74509802,424227504,166363742.74509802,166363742.74509802,166363742.74509802,166363742.74509802,166363742.74509802,166363742.74509802,424227544,424227544,424227544,4242275440,424227544,166363742.74509802,2121137.72,424227544,3314177.6875,3314177.6875,3314177.6875,3314177.6875,4242275440,166363742.74509802,166363742.74509802,424227504,3314067.6875,21211377.2,424227544,424227544,424227419,424227419,424227544,166363742.74509802,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,424227544,
2025-06-02 01:08:47.843523,424233497,424233497,424233497,424233497,166366077.25490198,424233457,3314224.1953125,3314224.1953125,3314224.1953125,3314224.1953125,1272700491,424233497,106058374.25,424233497,212116684.5,424233457,4242334.97,166366077.25490198,424233497,424233497,2121167.485,2121167.485,2121167.485,2121167.485,2121167.485,2121167.485,2121167.485,2121167.485,424233497,424233497,424233497,424233497,424233497,424233497,33514446.263,4242334970,12946.578887939453,12946.578887939453,12946.578887939453,12946.578887939453,12946.578887939453,12946.578887939453,12946.578887939453,12946.578887939453,166366077.25490198,331432319.53125,166366077.25490198,166366077.25490198,424233497,424233497,106058374.25,424233497,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,42423309.7,42423309.7,42423309.7,42423309.7,424233497,424233497,424233.497,166366077.25490198,12946.578887939453,166366077.25490198,424233457,166366077.25490198,166366077.25490198,166366077.25490198,166366077.25490198,166366077.25490198,166366077.25490198,424233497,424233497,424233497,4242334970,424233497,166366077.25490198,2121167.485,424233497,3314224.1953125,3314224.1953125,3314224.1953125,3314224.1953125,4242334970,166366077.25490198,166366077.25490198,424233457,3314114.1953125,21211674.85,424233497,424233497,424233372,424233372,424233497,166366077.25490198,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,424233497,
2025-06-02 01:08:47.921645,424238935,424238935,424238935,424238935,166368209.80392158,424238895,3314266.6796875,3314266.6796875,3314266.6796875,3314266.6796875,1272716805,424238935,106059733.75,424238935,212119403.5,424238895,4242389.35,166368209.80392158,424238935,424238935,2121194.675,2121194.675,2121194.675,2121194.675,2121194.675,2121194.675,2121194.675,2121194.675,424238935,424238935,424238935,424238935,424238935,424238935,33514875.865000002,4242389350,12946.744842529297,12946.744842529297,12946.744842529297,12946.744842529297,12946.744842529297,12946.744842529297,12946.744842529297,12946.744842529297,166368209.80392158,331436567.96875,166368209.80392158,166368209.80392158,424238935,424238935,106059733.75,424238935,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,42423853.5,42423853.5,42423853.5,42423853.5,424238935,424238935,424238.935,166368209.80392158,12946.744842529297,166368209.80392158,424238895,166368209.80392158,166368209.80392158,166368209.80392158,166368209.80392158,166368209.80392158,166368209.80392158,424238935,424238935,424238935,4242389350,424238935,166368209.80392158,2121194.675,424238935,3314266.6796875,3314266.6796875,3314266.6796875,3314266.6796875,4242389350,166368209.80392158,166368209.80392158,424238895,3314156.6796875,21211946.75,424238935,424238935,424238810,424238810,424238935,166368209.80392158,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,424238935,
2025-06-02 01:08:47.966524,424246637,424246637,424246637,424246637,166371230.19607842,424246597,3314326.8515625,3314326.8515625,3314326.8515625,3314326.8515625,1272739911,424246637,106061659.25,424246637,212123254.5,424246597,4242466.37,166371230.19607842,424246637,424246637,2121233.185,2121233.185,2121233.185,2121233.185,2121233.185,2121233.185,2121233.185,2121233.185,424246637,424246637,424246637,424246637,424246637,424246637,33515484.323,4242466370,12946.979888916016,12946.979888916016,12946.979888916016,12946.979888916016,12946.979888916016,12946.979888916016,12946.979888916016,12946.979888916016,166371230.19607842,331442585.15625,166371230.19607842,166371230.19607842,424246637,424246637,106061659.25,424246637,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,42424623.7,42424623.7,42424623.7,42424623.7,424246637,424246637,424246.637,166371230.19607842,12946.979888916016,166371230.19607842,424246597,166371230.19607842,166371230.19607842,166371230.19607842,166371230.19607842,166371230.19607842,166371230.19607842,424246637,424246637,424246637,4242466370,424246637,166371230.19607842,2121233.185,424246637,3314326.8515625,3314326.8515625,3314326.8515625,3314326.8515625,4242466370,166371230.19607842,166371230.19607842,424246597,3314216.8515625,21212331.85,424246637,424246637,424246512,424246512,424246637,166371230.19607842,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,424246637,
2025-06-02 01:08:48.039549,424251733,424251733,424251733,424251733,166373228.62745097,424251693,3314366.6640625,3314366.6640625,3314366.6640625,3314366.6640625,1272755199,424251733,106062933.25,424251733,212125802.5,424251693,4242517.33,166373228.62745097,424251733,424251733,2121258.665,2121258.665,2121258.665,2121258.665,2121258.665,2121258.665,2121258.665,2121258.665,424251733,424251733,424251733,424251733,424251733,424251733,33515886.907,4242517330,12947.13540649414,12947.13540649414,12947.13540649414,12947.13540649414,12947.13540649414,12947.13540649414,12947.13540649414,12947.13540649414,166373228.62745097,331446566.40625,166373228.62745097,166373228.62745097,424251733,424251733,106062933.25,424251733,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,42425133.3,42425133.3,42425133.3,42425133.3,424251733,424251733,424251.733,166373228.62745097,12947.13540649414,166373228.62745097,424251693,166373228.62745097,166373228.62745097,166373228.62745097,166373228.62745097,166373228.62745097,166373228.62745097,424251733,424251733,424251733,4242517330,424251733,166373228.62745097,2121258.665,424251733,3314366.6640625,3314366.6640625,3314366.6640625,3314366.6640625,4242517330,166373228.62745097,166373228.62745097,424251693,3314256.6640625,21212586.65,424251733,424251733,424251608,424251608,424251733,166373228.62745097,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,424251733,
2025-06-02 01:08:48.099506,424259309,424259309,424259309,424259309,166376199.60784313,424259269,3314425.8515625,3314425.8515625,3314425.8515625,3314425.8515625,1272777927,424259309,106064827.25,424259309,212129590.5,424259269,4242593.09,166376199.60784313,424259309,424259309,2121296.545,2121296.545,2121296.545,2121296.545,2121296.545,2121296.545,2121296.545,2121296.545,424259309,424259309,424259309,424259309,424259309,424259309,33516485.411000002,4242593090,12947.366607666016,12947.366607666016,12947.366607666016,12947.366607666016,12947.366607666016,12947.366607666016,12947.366607666016,12947.366607666016,166376199.60784313,331452485.15625,166376199.60784313,166376199.60784313,424259309,424259309,106064827.25,424259309,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,42425890.9,42425890.9,42425890.9,42425890.9,424259309,424259309,424259.309,166376199.60784313,12947.366607666016,166376199.60784313,424259269,166376199.60784313,166376199.60784313,166376199.60784313,166376199.60784313,166376199.60784313,166376199.60784313,424259309,424259309,424259309,4242593090,424259309,166376199.60784313,2121296.545,424259309,3314425.8515625,3314425.8515625,3314425.8515625,3314425.8515625,4242593090,166376199.60784313,166376199.60784313,424259269,3314315.8515625,21212965.45,424259309,424259309,424259184,424259184,424259309,166376199.60784313,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,424259309,
2025-06-02 01:08:48.152103,424265807,424265807,424265807,424265807,166378747.84313723,424265767,3314476.6171875,3314476.6171875,3314476.6171875,3314476.6171875,1272797421,424265807,106066451.75,424265807,212132839.5,424265767,4242658.07,166378747.84313723,424265807,424265807,2121329.035,2121329.035,2121329.035,2121329.035,2121329.035,2121329.035,2121329.035,2121329.035,424265807,424265807,424265807,424265807,424265807,424265807,33516998.753,4242658070,12947.564910888672,12947.564910888672,12947.564910888672,12947.564910888672,12947.564910888672,12947.564910888672,12947.564910888672,12947.564910888672,166378747.84313723,331457561.71875,166378747.84313723,166378747.84313723,424265807,424265807,106066451.75,424265807,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,42426540.7,42426540.7,42426540.7,42426540.7,424265807,424265807,424265.807,166378747.84313723,12947.564910888672,166378747.84313723,424265767,166378747.84313723,166378747.84313723,166378747.84313723,166378747.84313723,166378747.84313723,166378747.84313723,424265807,424265807,424265807,4242658070,424265807,166378747.84313723,2121329.035,424265807,3314476.6171875,3314476.6171875,3314476.6171875,3314476.6171875,4242658070,166378747.84313723,166378747.84313723,424265767,3314366.6171875,21213290.35,424265807,424265807,424265682,424265682,424265807,166378747.84313723,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,424265807,
2025-06-02 01:08:48.208523,424270448,424270448,424270448,424270448,166380567.84313726,424270408,3314512.875,3314512.875,3314512.875,3314512.875,1272811344,424270448,106067612.0,424270448,212135160.0,424270408,4242704.48,166380567.84313726,424270448,424270448,2121352.24,2121352.24,2121352.24,2121352.24,2121352.24,2121352.24,2121352.24,2121352.24,424270448,424270448,424270448,424270448,424270448,424270448,33517365.392,4242704480,12947.70654296875,12947.70654296875,12947.70654296875,12947.70654296875,12947.70654296875,12947.70654296875,12947.70654296875,12947.70654296875,166380567.84313726,331461187.5,166380567.84313726,166380567.84313726,424270448,424270448,106067612.0,424270448,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,42427004.8,42427004.8,42427004.8,42427004.8,424270448,424270448,424270.448,166380567.84313726,12947.70654296875,166380567.84313726,424270408,166380567.84313726,166380567.84313726,166380567.84313726,166380567.84313726,166380567.84313726,166380567.84313726,424270448,424270448,424270448,4242704480,424270448,166380567.84313726,2121352.24,424270448,3314512.875,3314512.875,3314512.875,3314512.875,4242704480,166380567.84313726,166380567.84313726,424270408,3314402.875,21213522.4,424270448,424270448,424270323,424270323,424270448,166380567.84313726,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,424270448,
2025-06-02 01:08:48.280015,424276711,424276711,424276711,424276711,166383023.92156863,424276671,3314561.8046875,3314561.8046875,3314561.8046875,3314561.8046875,1272830133,424276711,106069177.75,424276711,212138291.5,424276671,4242767.11,166383023.92156863,424276711,424276711,2121383.555,2121383.555,2121383.555,2121383.555,2121383.555,2121383.555,2121383.555,2121383.555,424276711,424276711,424276711,424276711,424276711,424276711,33517860.169,4242767110,12947.897674560547,12947.897674560547,12947.897674560547,12947.897674560547,12947.897674560547,12947.897674560547,12947.897674560547,12947.897674560547,166383023.92156863,331466080.46875,166383023.92156863,166383023.92156863,424276711,424276711,106069177.75,424276711,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,0.197540283203125,42427631.1,42427631.1,42427631.1,42427631.1,424276711,424276711,424276.711,166383023.92156863,12947.897674560547,166383023.92156863,424276671,166383023.92156863,166383023.92156863,166383023.92156863,166383023.92156863,166383023.92156863,166383023.92156863,424276711,424276711,424276711,4242767110,424276711,166383023.92156863,2121383.555,424276711,3314561.8046875,3314561.8046875,3314561.8046875,3314561.8046875,4242767110,166383023.92156863,166383023.92156863,424276671,3314451.8046875,21213835.55,424276711,424276711,424276586,424276586,424276711,166383023.92156863,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,424276711,
